cell_id,block,family,offset_bps,buffer_ticks,timeout_ms,spread_guard_bps,is_baseline,direction_note,n_attempts,n_simulated_fills,n_skipped_spread_guard,n_skipped_no_bbo,n_skipped_tick_missing,n_skipped_family_mismatch,n_skipped_crossed_book,n_eligible,maker_fill_rate,fill_rate_wilson_ci_low,fill_rate_wilson_ci_high,expected_fee_saving_bps,fee_saving_wilson_ci_low,fee_saving_wilson_ci_high,adverse_selection_proxy_bps,pre_phase_1b_taker_baseline_bps,pass_gate,data_source,generated_at
G-AB-01-C30,1,grid,0.5,1,30000,50.0,True,baseline anchor,94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.381474490599123,3.244433323272283,3.518515657925963,-0.6023481538231856,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434586+00:00
G-AB-01-C60,1,grid,0.5,1,60000,50.0,False,baseline anchor,94,61,0,2,0,6,0,86,0.7093023255813954,0.6060296195175814,0.7946756217069737,3.3989618608385967,3.2818246103807036,3.51609911129649,-0.03114451007241639,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434611+00:00
G-AB-01-C90,1,grid,0.5,1,90000,50.0,False,baseline anchor,94,66,0,2,0,6,0,86,0.7674418604651163,0.6679021685151015,0.8441100841607191,3.406616265320521,3.298226279060272,3.5150062515807705,0.012772595175550154,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434624+00:00
G-AB-02-C30,1,grid,0.5,0,30000,50.0,False,E2 Tune-1 inside (same-price maker),94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.381474490599123,3.244433323272283,3.518515657925963,-0.6023481538231856,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434632+00:00
G-AB-02-C60,1,grid,0.5,0,60000,50.0,False,E2 Tune-1 inside (same-price maker),94,61,0,2,0,6,0,86,0.7093023255813954,0.6060296195175814,0.7946756217069737,3.3989618608385967,3.2818246103807036,3.51609911129649,-0.03114451007241639,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434641+00:00
G-AB-02-C90,1,grid,0.5,0,90000,50.0,False,E2 Tune-1 inside (same-price maker),94,66,0,2,0,6,0,86,0.7674418604651163,0.6679021685151015,0.8441100841607191,3.406616265320521,3.298226279060272,3.5150062515807705,0.012772595175550154,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434650+00:00
G-AB-03-C30,1,grid,1.0,1,30000,50.0,False,"v48 mid offset, baseline buffer",94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.381474490599123,3.244433323272283,3.518515657925963,-0.6023481538231856,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434657+00:00
G-AB-03-C60,1,grid,1.0,1,60000,50.0,False,"v48 mid offset, baseline buffer",94,61,0,2,0,6,0,86,0.7093023255813954,0.6060296195175814,0.7946756217069737,3.3989618608385967,3.2818246103807036,3.51609911129649,-0.03114451007241639,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434664+00:00
G-AB-03-C90,1,grid,1.0,1,90000,50.0,False,"v48 mid offset, baseline buffer",94,66,0,2,0,6,0,86,0.7674418604651163,0.6679021685151015,0.8441100841607191,3.406616265320521,3.298226279060272,3.5150062515807705,0.012772595175550154,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434672+00:00
G-AB-04-C30,1,grid,1.0,2,30000,50.0,False,"v48 mid offset, wide buffer",94,42,0,2,0,6,0,86,0.4883720930232558,0.38550397038221695,0.59223462732753,3.3964838543888645,3.2681384215969054,3.5248292871808236,-0.7858139801484901,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434679+00:00
G-AB-04-C60,1,grid,1.0,2,60000,50.0,False,"v48 mid offset, wide buffer",94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.416390805467929,3.3123650914770635,3.5204165194587946,-0.17415421187373464,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434686+00:00
G-AB-04-C90,1,grid,1.0,2,90000,50.0,False,"v48 mid offset, wide buffer",94,58,0,2,0,6,0,86,0.6744186046511628,0.5697765718056292,0.7641444625481665,3.425040032488488,3.331635841286488,3.518444223690488,-0.2678554649815193,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434694+00:00
G-AB-05-C30,1,grid,2.0,1,30000,50.0,False,v48 wide offset,94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.381474490599123,3.244433323272283,3.518515657925963,-0.6023481538231856,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434701+00:00
G-AB-05-C60,1,grid,2.0,1,60000,50.0,False,v48 wide offset,94,61,0,2,0,6,0,86,0.7093023255813954,0.6060296195175814,0.7946756217069737,3.3989618608385967,3.2818246103807036,3.51609911129649,-0.03114451007241639,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434708+00:00
G-AB-05-C90,1,grid,2.0,1,90000,50.0,False,v48 wide offset,94,66,0,2,0,6,0,86,0.7674418604651163,0.6679021685151015,0.8441100841607191,3.406616265320521,3.298226279060272,3.5150062515807705,0.012772595175550154,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434715+00:00
G-AB-06-C30,1,grid,2.0,3,30000,50.0,False,v48 wide × wide,94,32,0,2,0,6,0,86,0.37209302325581395,0.27746093282766765,0.4776636419795485,3.420874070547408,3.2960836829402247,3.545664458154591,-0.790064178683684,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434722+00:00
G-AB-06-C60,1,grid,2.0,3,60000,50.0,False,v48 wide × wide,94,43,0,2,0,6,0,86,0.5,0.39660790465524204,0.603392095344758,3.4411155873841173,3.3480416225042338,3.5341895522640008,-0.03978419068222499,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434728+00:00
G-AB-06-C90,1,grid,2.0,3,90000,50.0,False,v48 wide × wide,94,51,0,2,0,6,0,86,0.5930232558139535,0.4873808000551023,0.6907104182669221,3.45035235799053,3.3717997744920156,3.5289049414890448,-0.37440506282472963,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434736+00:00
G-AB-07-C30,1,grid,3.0,1,30000,50.0,False,v48 max offset,94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.381474490599123,3.244433323272283,3.518515657925963,-0.6023481538231856,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434742+00:00
G-AB-07-C60,1,grid,3.0,1,60000,50.0,False,v48 max offset,94,61,0,2,0,6,0,86,0.7093023255813954,0.6060296195175814,0.7946756217069737,3.3989618608385967,3.2818246103807036,3.51609911129649,-0.03114451007241639,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434750+00:00
G-AB-07-C90,1,grid,3.0,1,90000,50.0,False,v48 max offset,94,66,0,2,0,6,0,86,0.7674418604651163,0.6679021685151015,0.8441100841607191,3.406616265320521,3.298226279060272,3.5150062515807705,0.012772595175550154,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434757+00:00
G-AB-08-C30,1,grid,3.0,4,30000,50.0,False,v48 max × max wide,94,25,0,2,0,6,0,86,0.29069767441860467,0.2053243782930262,0.3939703804824186,3.439201840179834,3.322125498404638,3.5562781819550295,-0.8656570791161132,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434762+00:00
G-AB-08-C60,1,grid,3.0,4,60000,50.0,False,v48 max × max wide,94,35,0,2,0,6,0,86,0.4069767441860465,0.30928958173307775,0.5126191999448976,3.4565727429855957,3.372929083325261,3.5402164026459304,0.114045774818748,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434768+00:00
G-AB-08-C90,1,grid,3.0,4,90000,50.0,False,v48 max × max wide,94,41,0,2,0,6,0,86,0.47674418604651164,0.37445361147407896,0.5810235839454149,3.462927951329167,3.391519388115475,3.534336514542859,-0.5433979463572371,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434774+00:00
PG-AB-01-C15,2,phys_lock_giveback,0.5,1,15000,50.0,True,baseline anchor,94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-5.9037799701375535,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434780+00:00
PG-AB-01-C45,2,phys_lock_giveback,0.5,1,45000,50.0,False,baseline anchor,94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434785+00:00
PG-AB-01-C60,2,phys_lock_giveback,0.5,1,60000,50.0,False,baseline anchor,94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434789+00:00
PG-AB-02-C15,2,phys_lock_giveback,0.5,0,15000,50.0,False,E2 Tune-1 inside (same-price maker),94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-5.9037799701375535,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434794+00:00
PG-AB-02-C45,2,phys_lock_giveback,0.5,0,45000,50.0,False,E2 Tune-1 inside (same-price maker),94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434798+00:00
PG-AB-02-C60,2,phys_lock_giveback,0.5,0,60000,50.0,False,E2 Tune-1 inside (same-price maker),94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434802+00:00
PG-AB-03-C15,2,phys_lock_giveback,1.0,1,15000,50.0,False,"v48 mid offset, baseline buffer",94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-5.9037799701375535,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434805+00:00
PG-AB-03-C45,2,phys_lock_giveback,1.0,1,45000,50.0,False,"v48 mid offset, baseline buffer",94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434809+00:00
PG-AB-03-C60,2,phys_lock_giveback,1.0,1,60000,50.0,False,"v48 mid offset, baseline buffer",94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434813+00:00
PG-AB-04-C15,2,phys_lock_giveback,1.0,2,15000,50.0,False,"v48 mid offset, wide buffer",94,2,0,0,0,88,0,6,0.3333333333333333,0.09676933255921683,0.7000116786584712,3.5,3.5,3.5,-9.943394296060548,5.500000023113733,CONDITIONAL,bybit_demo_ws,2026-05-25T01:31:37.434817+00:00
PG-AB-04-C45,2,phys_lock_giveback,1.0,2,45000,50.0,False,"v48 mid offset, wide buffer",94,2,0,0,0,88,0,6,0.3333333333333333,0.09676933255921683,0.7000116786584712,3.5,3.5,3.5,-9.943394296060548,5.500000023113733,CONDITIONAL,bybit_demo_ws,2026-05-25T01:31:37.434821+00:00
PG-AB-04-C60,2,phys_lock_giveback,1.0,2,60000,50.0,False,"v48 mid offset, wide buffer",94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-6.443352571942047,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434825+00:00
PG-AB-05-C15,2,phys_lock_giveback,2.0,1,15000,50.0,False,v48 wide offset,94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-5.9037799701375535,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434829+00:00
PG-AB-05-C45,2,phys_lock_giveback,2.0,1,45000,50.0,False,v48 wide offset,94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434833+00:00
PG-AB-05-C60,2,phys_lock_giveback,2.0,1,60000,50.0,False,v48 wide offset,94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434836+00:00
PG-AB-06-C15,2,phys_lock_giveback,2.0,3,15000,50.0,False,v48 wide × wide,94,1,0,0,0,88,0,6,0.16666666666666666,0.03005258587173032,0.563509436563646,3.5,3.5,3.5,-22.391168506560977,5.500000023113733,CONDITIONAL,bybit_demo_ws,2026-05-25T01:31:37.434841+00:00
PG-AB-06-C45,2,phys_lock_giveback,2.0,3,45000,50.0,False,v48 wide × wide,94,1,0,0,0,88,0,6,0.16666666666666666,0.03005258587173032,0.563509436563646,3.5,3.5,3.5,-22.391168506560977,5.500000023113733,CONDITIONAL,bybit_demo_ws,2026-05-25T01:31:37.434844+00:00
PG-AB-06-C60,2,phys_lock_giveback,2.0,3,60000,50.0,False,v48 wide × wide,94,2,0,0,0,88,0,6,0.3333333333333333,0.09676933255921683,0.7000116786584712,3.5,3.5,3.5,-11.473918699951113,5.500000023113733,CONDITIONAL,bybit_demo_ws,2026-05-25T01:31:37.434848+00:00
PG-AB-07-C15,2,phys_lock_giveback,3.0,1,15000,50.0,False,v48 max offset,94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-5.9037799701375535,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434852+00:00
PG-AB-07-C45,2,phys_lock_giveback,3.0,1,45000,50.0,False,v48 max offset,94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434857+00:00
PG-AB-07-C60,2,phys_lock_giveback,3.0,1,60000,50.0,False,v48 max offset,94,4,0,0,0,88,0,6,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.5,3.5,3.5,-4.010240322814329,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434860+00:00
PG-AB-08-C15,2,phys_lock_giveback,3.0,4,15000,50.0,False,v48 max × max wide,94,1,0,0,0,88,0,6,0.16666666666666666,0.03005258587173032,0.563509436563646,3.5,3.5,3.5,-23.43505884803639,5.500000023113733,CONDITIONAL,bybit_demo_ws,2026-05-25T01:31:37.434864+00:00
PG-AB-08-C45,2,phys_lock_giveback,3.0,4,45000,50.0,False,v48 max × max wide,94,1,0,0,0,88,0,6,0.16666666666666666,0.03005258587173032,0.563509436563646,3.5,3.5,3.5,-23.43505884803639,5.500000023113733,CONDITIONAL,bybit_demo_ws,2026-05-25T01:31:37.434867+00:00
PG-AB-08-C60,2,phys_lock_giveback,3.0,4,60000,50.0,False,v48 max × max wide,94,2,0,0,0,88,0,6,0.3333333333333333,0.09676933255921683,0.7000116786584712,3.5,3.5,3.5,-12.55243981030269,5.500000023113733,CONDITIONAL,bybit_demo_ws,2026-05-25T01:31:37.434871+00:00
PS-AB-01-C10,3,phys_lock_stale_roc_neg,0.5,1,10000,50.0,True,baseline anchor,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434875+00:00
PS-AB-01-C30,3,phys_lock_stale_roc_neg,0.5,1,30000,50.0,False,baseline anchor,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434879+00:00
PS-AB-01-C45,3,phys_lock_stale_roc_neg,0.5,1,45000,50.0,False,baseline anchor,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434882+00:00
PS-AB-02-C10,3,phys_lock_stale_roc_neg,0.5,0,10000,50.0,False,E2 Tune-1 inside (same-price maker),94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434885+00:00
PS-AB-02-C30,3,phys_lock_stale_roc_neg,0.5,0,30000,50.0,False,E2 Tune-1 inside (same-price maker),94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434888+00:00
PS-AB-02-C45,3,phys_lock_stale_roc_neg,0.5,0,45000,50.0,False,E2 Tune-1 inside (same-price maker),94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434892+00:00
PS-AB-03-C10,3,phys_lock_stale_roc_neg,1.0,1,10000,50.0,False,"v48 mid offset, baseline buffer",94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434895+00:00
PS-AB-03-C30,3,phys_lock_stale_roc_neg,1.0,1,30000,50.0,False,"v48 mid offset, baseline buffer",94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434899+00:00
PS-AB-03-C45,3,phys_lock_stale_roc_neg,1.0,1,45000,50.0,False,"v48 mid offset, baseline buffer",94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434902+00:00
PS-AB-04-C10,3,phys_lock_stale_roc_neg,1.0,2,10000,50.0,False,"v48 mid offset, wide buffer",94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434907+00:00
PS-AB-04-C30,3,phys_lock_stale_roc_neg,1.0,2,30000,50.0,False,"v48 mid offset, wide buffer",94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434910+00:00
PS-AB-04-C45,3,phys_lock_stale_roc_neg,1.0,2,45000,50.0,False,"v48 mid offset, wide buffer",94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434914+00:00
PS-AB-05-C10,3,phys_lock_stale_roc_neg,2.0,1,10000,50.0,False,v48 wide offset,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434917+00:00
PS-AB-05-C30,3,phys_lock_stale_roc_neg,2.0,1,30000,50.0,False,v48 wide offset,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434920+00:00
PS-AB-05-C45,3,phys_lock_stale_roc_neg,2.0,1,45000,50.0,False,v48 wide offset,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434924+00:00
PS-AB-06-C10,3,phys_lock_stale_roc_neg,2.0,3,10000,50.0,False,v48 wide × wide,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434927+00:00
PS-AB-06-C30,3,phys_lock_stale_roc_neg,2.0,3,30000,50.0,False,v48 wide × wide,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434930+00:00
PS-AB-06-C45,3,phys_lock_stale_roc_neg,2.0,3,45000,50.0,False,v48 wide × wide,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434933+00:00
PS-AB-07-C10,3,phys_lock_stale_roc_neg,3.0,1,10000,50.0,False,v48 max offset,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434937+00:00
PS-AB-07-C30,3,phys_lock_stale_roc_neg,3.0,1,30000,50.0,False,v48 max offset,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434940+00:00
PS-AB-07-C45,3,phys_lock_stale_roc_neg,3.0,1,45000,50.0,False,v48 max offset,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434943+00:00
PS-AB-08-C10,3,phys_lock_stale_roc_neg,3.0,4,10000,50.0,False,v48 max × max wide,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434946+00:00
PS-AB-08-C30,3,phys_lock_stale_roc_neg,3.0,4,30000,50.0,False,v48 max × max wide,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434949+00:00
PS-AB-08-C45,3,phys_lock_stale_roc_neg,3.0,4,45000,50.0,False,v48 max × max wide,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434953+00:00
G-D-D25,4,grid,0.5,1,30000,25.0,False,D-axis spread_guard sweep at family baseline,94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.381474490599123,3.244433323272283,3.518515657925963,-0.6023481538231856,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434960+00:00
G-D-D35,4,grid,0.5,1,30000,35.0,False,D-axis spread_guard sweep at family baseline,94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.381474490599123,3.244433323272283,3.518515657925963,-0.6023481538231856,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434967+00:00
G-D-D50,4,grid,0.5,1,30000,50.0,True,D-axis spread_guard sweep at family baseline,94,52,0,2,0,6,0,86,0.6046511627906976,0.49897526698784006,0.7013773536244373,3.381474490599123,3.244433323272283,3.518515657925963,-0.6023481538231856,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434973+00:00
PG-D-D25,4,phys_lock_giveback,0.5,1,15000,25.0,False,D-axis spread_guard sweep at family baseline,94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-5.9037799701375535,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434977+00:00
PG-D-D35,4,phys_lock_giveback,0.5,1,15000,35.0,False,D-axis spread_guard sweep at family baseline,94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-5.9037799701375535,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434982+00:00
PG-D-D50,4,phys_lock_giveback,0.5,1,15000,50.0,True,D-axis spread_guard sweep at family baseline,94,3,0,0,0,88,0,6,0.5,0.18761280689940868,0.8123871931005913,3.5,3.5,3.5,-5.9037799701375535,5.500000023113733,PASS,bybit_demo_ws,2026-05-25T01:31:37.434985+00:00
PS-D-D25,4,phys_lock_stale_roc_neg,0.5,1,10000,25.0,False,D-axis spread_guard sweep at family baseline,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434989+00:00
PS-D-D35,4,phys_lock_stale_roc_neg,0.5,1,10000,35.0,False,D-axis spread_guard sweep at family baseline,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434992+00:00
PS-D-D50,4,phys_lock_stale_roc_neg,0.5,1,10000,50.0,True,D-axis spread_guard sweep at family baseline,94,0,0,0,0,94,0,0,0.0,0.0,0.7934567085261071,0.0,0.0,0.0,,5.500000023113733,FAIL,bybit_demo_ws,2026-05-25T01:31:37.434995+00:00
