kind	path	command_or_target	role	mutation_risk	evidence	notes
python_cli	program_code/exchange_connectors/bybit_connector/control_api_v1/scripts/generate_runtime_snapshot_from_directory.py	python3 program_code/exchange_connectors/bybit_connector/control_api_v1/scripts/generate_runtime_snapshot_from_directory.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/control_api_v1/scripts/validate_runtime_snapshot.py	python3 program_code/exchange_connectors/bybit_connector/control_api_v1/scripts/validate_runtime_snapshot.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_decision_packet_to_postgres.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_decision_packet_to_postgres.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_load_ws_jsonl_to_postgres.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_load_ws_jsonl_to_postgres.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_normalize_latest_snapshot_to_postgres.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_normalize_latest_snapshot_to_postgres.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_account_check.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_account_check.py	exchange/private check CLI	external_api_sensitive	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_execution_history_check.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_execution_history_check.py	exchange/private check CLI	external_api_sensitive	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_order_history_check.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_order_history_check.py	exchange/private check CLI	external_api_sensitive	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_positions_check.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_positions_check.py	exchange/private check CLI	external_api_sensitive	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_readonly_precheck.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_readonly_precheck.py	exchange/private check CLI	external_api_sensitive	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_rest_preflight_guard.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_private_rest_preflight_guard.py	exchange/private check CLI	external_api_sensitive	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_public_connectivity_check.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_public_connectivity_check.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_public_connectivity_status_writer.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_public_connectivity_status_writer.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_public_microstructure_builder.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_public_microstructure_builder.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_public_microstructure_contract_check.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_public_microstructure_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_snapshot_to_postgres.py	python3 program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_snapshot_to_postgres.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_decision_packet_pipeline.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_decision_packet_pipeline.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_capability_builder.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_capability_builder.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_capability_contract_check.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_capability_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_skeleton_builder.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_skeleton_builder.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_skeleton_contract_check.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_skeleton_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_transition_intent_builder.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_transition_intent_builder.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_transition_intent_contract_check.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_transition_intent_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_explicit_operator_enable_switch_capability_builder.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_explicit_operator_enable_switch_capability_builder.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_explicit_operator_enable_switch_capability_contract_check.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_explicit_operator_enable_switch_capability_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_paper_audit_trail_capability_builder.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_paper_audit_trail_capability_builder.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_paper_audit_trail_capability_contract_check.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_paper_audit_trail_capability_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_revision2_master_regression_check.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_revision2_master_regression_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_revision2_master_regression_contract_check.py	python3 program_code/exchange_connectors/bybit_connector/misc_tools/bybit_revision2_master_regression_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_build_decision_packet.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_build_decision_packet.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_build_observer_verdict.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_build_observer_verdict.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_build_system_snapshot.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_build_system_snapshot.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_build_ws_runtime_facts.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_build_ws_runtime_facts.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_failure_policy_builder.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_failure_policy_builder.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_full_readonly_observer_cycle.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_full_readonly_observer_cycle.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_latest_consistency_check.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_latest_consistency_check.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_next_phase_handoff.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_next_phase_handoff.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_observer_acceptance_check.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_observer_acceptance_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_observer_pipeline.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_observer_pipeline.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_observer_verdict_to_postgres.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_observer_verdict_to_postgres.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_audit.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_audit.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_final_summary.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_final_summary.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_preflight.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_preflight.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_status_writer.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_status_writer.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_runtime_state_resolver.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_runtime_state_resolver.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/run_bybit_observer_cycle.py	python3 program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/run_bybit_observer_cycle.py	observer/read-only CLI	readonly_external_api	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_acceptance_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_acceptance_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_acceptance_suite.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_acceptance_suite.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_extract_from_ws_jsonl.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_extract_from_ws_jsonl.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_final_audit.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_final_audit.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_final_audit_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_final_audit_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_fixture_generator.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_fixture_generator.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_fixture_pack_builder.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_fixture_pack_builder.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_fixture_pack_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_fixture_pack_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_ingestion_from_ws.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_ingestion_from_ws.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_ingestion_smoke.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_ingestion_smoke.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_negative_fixture_pack_builder.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_negative_fixture_pack_builder.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_negative_fixture_pack_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_negative_fixture_pack_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_negative_replay_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_negative_replay_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_negative_replay_harness.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_negative_replay_harness.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_normalizer.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_normalizer.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_regression_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_regression_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_regression_summary.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_regression_summary.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_replay_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_replay_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_replay_harness.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_replay_harness.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_runtime_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_runtime_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_runtime_facts.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_runtime_facts.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_state_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_state_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_state_resolver.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_state_resolver.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_validation_handoff.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_validation_handoff.py	utility CLI	unknown_until_review	__main__	
python_cli	program_code/market_data_processor/bybit_business_events/bybit_business_event_validation_handoff_contract_check.py	python3 program_code/market_data_processor/bybit_business_events/bybit_business_event_validation_handoff_contract_check.py	contract/audit CLI	validation_or_readonly	__main__	
python_cli	program_code/ml_training/edge_cluster_analysis.py	python3 program_code/ml_training/edge_cluster_analysis.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/ml_training/edge_label_backfill.py	python3 program_code/ml_training/edge_label_backfill.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/ml_training/james_stein_estimator.py	python3 program_code/ml_training/james_stein_estimator.py	data writer CLI	db_mutating	__main__	
python_cli	program_code/ml_training/realized_edge_stats.py	python3 program_code/ml_training/realized_edge_stats.py	ML/training CLI	db_or_model_artifact_mutating	__main__	
python_cli	program_code/ml_training/run_training_pipeline.py	python3 program_code/ml_training/run_training_pipeline.py	ML/training CLI	db_or_model_artifact_mutating	__main__	
rust_binary	rust/openclaw_engine/src/main.rs	cargo run --release -p openclaw_engine / rust/target/release/openclaw-engine	Rust trading engine	service_mutating	rust/openclaw_engine/Cargo.toml [[bin]] name=openclaw-engine	IPC, WS, pipelines, paper/demo/live modes
shell_script	helper_scripts/canary/rollback_drill.sh	bash helper_scripts/canary/rollback_drill.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/clean_restart.sh	bash helper_scripts/clean_restart.sh	destructive reset script	state_mutating_or_live_capable	kills services, may flatten exchange state, truncates DB	
shell_script	helper_scripts/cron_daily_report.sh	bash helper_scripts/cron_daily_report.sh	cron wrapper	scheduled_state_or_db_touch	crontab documented	
shell_script	helper_scripts/cron_observer_cycle.sh	bash helper_scripts/cron_observer_cycle.sh	cron wrapper	scheduled_state_or_db_touch	crontab documented	
shell_script	helper_scripts/db/cleanup_v026_partial_state.sh	bash helper_scripts/db/cleanup_v026_partial_state.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/db/counterfactual_daily_cron.sh	bash helper_scripts/db/counterfactual_daily_cron.sh	cron wrapper	scheduled_state_or_db_touch	crontab documented	
shell_script	helper_scripts/db/deploy_V017.sh	bash helper_scripts/db/deploy_V017.sh	database deployment script	db_schema_mutating	psql/migration wrapper	
shell_script	helper_scripts/db/deploy_V018.sh	bash helper_scripts/db/deploy_V018.sh	database deployment script	db_schema_mutating	psql/migration wrapper	
shell_script	helper_scripts/db/passive_wait_healthcheck.sh	bash helper_scripts/db/passive_wait_healthcheck.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/db/passive_wait_healthcheck_cron.sh	bash helper_scripts/db/passive_wait_healthcheck_cron.sh	cron wrapper	scheduled_state_or_db_touch	crontab documented	
shell_script	helper_scripts/fresh_start.sh	bash helper_scripts/fresh_start.sh	destructive reset script	state_mutating_or_live_capable	kills services, may flatten exchange state, truncates DB	
shell_script	helper_scripts/linux_bootstrap_db.sh	bash helper_scripts/linux_bootstrap_db.sh	database deployment script	db_schema_mutating	psql/migration wrapper	
shell_script	helper_scripts/mac_bootstrap.sh	bash helper_scripts/mac_bootstrap.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/mac_bootstrap_db.sh	bash helper_scripts/mac_bootstrap_db.sh	database deployment script	db_schema_mutating	psql/migration wrapper	
shell_script	helper_scripts/maintenance_scripts/bybit_connector/lib_trading_env.sh	bash helper_scripts/maintenance_scripts/bybit_connector/lib_trading_env.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/maintenance_scripts/bybit_connector/run_i10_canonical_decision_lease_recheck.sh	bash helper_scripts/maintenance_scripts/bybit_connector/run_i10_canonical_decision_lease_recheck.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/maintenance_scripts/bybit_connector/run_i10_canonical_h_chain_recheck.sh	bash helper_scripts/maintenance_scripts/bybit_connector/run_i10_canonical_h_chain_recheck.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/maintenance_scripts/bybit_connector/run_with_trading_env.sh	bash helper_scripts/maintenance_scripts/bybit_connector/run_with_trading_env.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/maintenance_scripts/prune_dated_files.sh	bash helper_scripts/maintenance_scripts/prune_dated_files.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	helper_scripts/operator/edge_p2_flip.sh	bash helper_scripts/operator/edge_p2_flip.sh	operator IPC script	trading_config_mutating	sends IPC/config commands	
shell_script	helper_scripts/operator/edge_p2_revert.sh	bash helper_scripts/operator/edge_p2_revert.sh	operator IPC script	trading_config_mutating	sends IPC/config commands	
shell_script	helper_scripts/operator/g2_03_bind_ma_sltp.sh	bash helper_scripts/operator/g2_03_bind_ma_sltp.sh	operator IPC script	trading_config_mutating	sends IPC/config commands	
shell_script	helper_scripts/restart_all.sh	bash helper_scripts/restart_all.sh	service supervisor script	service_mutating	starts/stops engine and API	
shell_script	helper_scripts/start_paper_trading.sh	bash helper_scripts/start_paper_trading.sh	paper trading activator	trading_state_mutating	POSTs paper session/feed/strategy endpoints	
shell_script	helper_scripts/stop_all.sh	bash helper_scripts/stop_all.sh	service supervisor script	service_mutating	stops engine/API, writes maintenance flag	
shell_script	helper_scripts/v2_swap_24h_observation.sh	bash helper_scripts/v2_swap_24h_observation.sh	monitoring wrapper	readonly_or_observer	periodic health/observation	
shell_script	program_code/exchange_connectors/bybit_connector/control_api_v1/scripts/beta_quickstart.sh	bash program_code/exchange_connectors/bybit_connector/control_api_v1/scripts/beta_quickstart.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	program_code/exchange_connectors/bybit_connector/control_api_v1/start_local.sh	bash program_code/exchange_connectors/bybit_connector/control_api_v1/start_local.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	program_code/exchange_connectors/bybit_connector/misc_tools/bybit_bind_active_route_env.sh	bash program_code/exchange_connectors/bybit_connector/misc_tools/bybit_bind_active_route_env.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_loop_writer.sh	bash program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_readonly_loop_writer.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	program_code/exchange_connectors/bybit_connector/scripts/bybit_bind_active_route_env.sh	bash program_code/exchange_connectors/bybit_connector/scripts/bybit_bind_active_route_env.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	program_code/exchange_connectors/bybit_connector/scripts/bybit_readonly_loop_writer.sh	bash program_code/exchange_connectors/bybit_connector/scripts/bybit_readonly_loop_writer.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	program_code/exchange_connectors/bybit_connector/scripts/lib_trading_env.sh	bash program_code/exchange_connectors/bybit_connector/scripts/lib_trading_env.sh	operator shell script	unknown_until_review	shell entry point	
shell_script	program_code/exchange_connectors/bybit_connector/scripts/run_with_trading_env.sh	bash program_code/exchange_connectors/bybit_connector/scripts/run_with_trading_env.sh	operator shell script	unknown_until_review	shell entry point	
